Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2023-909249,50926610503,6/1/2023 21:00,6/2/2023 9:00,6/2/2023 20:13,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,5XX BLOCK OF 5TH AVE S,-122.3276729,47.5979363
2023-152372,50923349693,6/1/2023 21:00,6/2/2023 7:00,6/2/2023 10:45,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,E,E,E2,CAPITOL HILL,,0,0
2023-151986,50870456249,6/1/2023 21:00,6/1/2023 21:21,6/1/2023 22:10,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SW,W,W2,ALASKA JUNCTION,52XX BLOCK OF CALIFORNIA AVE SW,-122.386961,47.55479635
2023-151977,50870151144,6/1/2023 20:55,,6/1/2023 21:40,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,W,Q,Q3,QUEEN ANNE,5XX BLOCK OF 1ST AVE W,-122.3580199,47.62393445
2023-151977,50870107018,6/1/2023 20:55,,6/1/2023 21:40,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,Q,Q3,QUEEN ANNE,5XX BLOCK OF 1ST AVE W,-122.3580199,47.62393445
2023-152550,50923500310,6/1/2023 20:30,6/2/2023 10:00,6/2/2023 11:24,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,R,R3,HILLMAN CITY,61XX BLOCK OF 39TH AVE S,-122.2833758,47.54787394
2023-152118,50871466940,6/1/2023 20:22,6/2/2023 23:30,6/2/2023 2:10,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F3,HIGHLAND PARK,90XX BLOCK OF 3RD AVE SW,-122.3389273,47.52119323
2023-152014,50870521375,6/1/2023 20:09,,6/1/2023 23:18,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,N,N3,NORTHGATE,85XX BLOCK OF MIDVALE AVE N,-122.3423823,47.69145573
2023-151949,50869942229,6/1/2023 20:07,6/1/2023 21:13,6/1/2023 21:11,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,N,L,L2,NORTHGATE,3XX BLOCK OF NE THORNTON PL,-122.3249115,47.70249184
2023-151948,50870399841,6/1/2023 20:06,,6/1/2023 22:49,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,D,D1,BELLTOWN,,0,0
2023-151943,50871194323,6/1/2023 20:02,,6/2/2023 0:40,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,N,U,U1,ROOSEVELT/RAVENNA,73XX BLOCK OF ROOSEVELT WAY NE,-122.3174641,47.68189427
2023-155667,50947351945,6/1/2023 20:00,6/2/2023 7:00,6/5/2023 15:57,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,N,N2,BITTERLAKE,9XX BLOCK OF N 137TH ST,-122.3463863,47.72867836
2023-152473,50925036990,6/1/2023 20:00,6/2/2023 8:00,6/2/2023 15:15,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,B,B2,FREMONT,4XX BLOCK OF NW 45TH ST,-122.3627864,47.6614607
2023-152209,50873331504,6/1/2023 20:00,6/2/2023 2:20,6/2/2023 3:17,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,E,E2,CAPITOL HILL,16XX BLOCK OF 12TH AVE,-122.3168635,47.61584806
2023-152719,50925219392,6/1/2023 19:30,,6/2/2023 15:46,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,U,U3,ROOSEVELT/RAVENNA,26XX BLOCK OF NE UNIVERSITY VILLAGE ST,-122.298411,47.663323
2023-153061,50926341835,6/1/2023 19:00,6/2/2023 4:45,6/2/2023 19:13,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,N,N3,NORTHGATE,22XX BLOCK OF N 106TH ST,-122.3319339,47.70592872
2023-152436,50923428994,6/1/2023 19:00,6/2/2023 8:49,6/2/2023 11:13,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SW,F,F3,HIGHLAND PARK,88XX BLOCK OF 13TH AVE SW,-122.3516796,47.52377445
2023-152387,50923438703,6/1/2023 19:00,6/2/2023 8:00,6/2/2023 11:04,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C3,CENTRAL AREA/SQUIRE PARK,8XX BLOCK OF 27TH AVE,-122.2975449,47.60951125
2023-152393,50923142278,6/1/2023 19:00,6/2/2023 8:00,6/2/2023 10:33,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,E,E3,CAPITOL HILL,14XX BLOCK OF MADISON ST,-122.321285,47.61094965
2023-152326,50922851921,6/1/2023 19:00,6/2/2023 6:00,6/2/2023 9:32,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,G,G1,FIRST HILL,,0,0
2023-152315,50921805926,6/1/2023 19:00,6/2/2023 6:00,6/2/2023 6:34,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,W,Q,Q1,MAGNOLIA,25XX BLOCK OF W COMMODORE WAY,-122.3887068,47.66135975
2023-151884,50869604708,6/1/2023 18:55,6/1/2023 19:15,6/1/2023 19:58,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,U,U2,UNIVERSITY,UNIVERSITY WAY NE / NE 50TH ST,-122.3130742,47.66490072
2023-152088,50871211221,6/1/2023 18:30,6/2/2023 23:14,6/2/2023 0:42,B,SOCIETY,"FAMILY OFFENSES, NONVIOLENT","Family Offenses, Nonviolent",90F,N,J,J1,GREENWOOD,,0,0
2023-909223,50923054613,6/1/2023 18:00,6/2/2023 9:40,6/2/2023 10:22,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,E,E2,FIRST HILL,9XX BLOCK OF 12TH AVE,-122.3167791,47.61097885
2023-151815,50870107504,6/1/2023 17:54,,6/1/2023 21:39,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,J,J3,ROOSEVELT/RAVENNA,77XX BLOCK OF E GREEN LAKE DR N,-122.3353554,47.68474163
2023-909381,50946614473,6/1/2023 17:40,6/1/2023 17:45,6/5/2023 14:03,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,J,J2,BALLARD NORTH,77XX BLOCK OF 15TH AVE NW,-122.3767897,47.68596821
2023-151794,50871417754,6/1/2023 17:36,,6/2/2023 1:55,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,U,U1,UNIVERSITY,50XX BLOCK OF 8TH AVE NE,-122.3195344,47.66603567
2023-151793,50869598778,6/1/2023 17:34,,6/1/2023 19:26,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SW,F,F3,HIGHLAND PARK,,0,0
2023-909233,50924164072,6/1/2023 17:30,6/1/2023 23:45,6/2/2023 13:13,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,QUEEN ANNE,1XX BLOCK OF MERCER ST,-122.3534453,47.62457413
2023-909218,50922948341,6/1/2023 17:30,6/2/2023 8:00,6/2/2023 10:03,A,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,W,Q,Q2,QUEEN ANNE,14XX BLOCK OF W GARFIELD ST,-122.37568,47.633502
2023-152347,50922863384,6/1/2023 17:00,6/2/2023 6:30,6/2/2023 9:46,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,R,R3,COLUMBIA CITY,32XX BLOCK OF S EDMUNDS ST,-122.2901539,47.55866699
2023-151726,50870427857,6/1/2023 16:24,6/1/2023 16:24,6/1/2023 17:12,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,S,S,S1,NEW HOLLY,39XX BLOCK OF S OTHELLO ST,-122.2823449,47.53704403
2023-151726,50868733480,6/1/2023 16:24,6/1/2023 16:24,6/1/2023 17:12,A,PROPERTY,ROBBERY,Robbery,120,S,S,S1,NEW HOLLY,39XX BLOCK OF S OTHELLO ST,-122.2823449,47.53704403
2023-909198,50870482536,6/1/2023 16:08,6/1/2023 16:09,6/1/2023 23:12,A,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,SW,W,W1,ALKI,32XX BLOCK OF 64TH AVE SW,-122.4146763,47.5750841
2023-909216,50922946384,6/1/2023 16:00,6/2/2023 6:35,6/2/2023 10:02,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,J,J1,GREENWOOD,5XX BLOCK OF N 85TH ST,-122.3519729,47.69058518
2023-151693,50869411257,6/1/2023 16:00,6/1/2023 16:30,6/1/2023 19:19,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,S KING ST / 12TH AVE S,-122.317228,47.5983376
2023-909205,50870531472,6/1/2023 15:40,6/1/2023 16:00,6/1/2023 23:22,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,D,D2,SLU/CASCADE,22XX BLOCK OF 7TH AVE,-122.3407045,47.61697878
2023-909378,50946611730,6/1/2023 15:30,6/1/2023 17:00,6/5/2023 14:03,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,N,U,U1,ROOSEVELT/RAVENNA,63XX BLOCK OF ROOSEVELT WAY NE,-122.3173632,47.67456809
2023-151660,50868485165,6/1/2023 15:29,,6/1/2023 16:32,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,N,J,J2,GREENWOOD,1XX BLOCK OF NW 85TH ST,-122.3593147,47.69061787
2023-156289,50949856795,6/1/2023 15:00,6/5/2023 23:59,6/6/2023 0:47,A,PERSON,SEX OFFENSES,Rape,11A,N,N,N3,NORTHGATE,,0,0
2023-151654,50869933522,6/1/2023 14:47,6/1/2023 14:50,6/1/2023 21:10,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,M,M2,DOWNTOWN COMMERCIAL,4XX BLOCK OF PINE ST,-122.3373204,47.61132124
2023-909201,50870484870,6/1/2023 14:20,6/1/2023 16:20,6/1/2023 23:13,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,88XX BLOCK OF 32ND AVE SW,-122.3739722,47.52375898
2023-151585,50867849712,6/1/2023 14:19,,6/1/2023 15:08,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,W,D,D3,SLU/CASCADE,12XX BLOCK OF THOMAS ST,-122.3323451,47.62081538
2023-909187,50870352847,6/1/2023 14:15,6/1/2023 14:15,6/1/2023 22:42,A,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,W,D,D2,SLU/CASCADE,4XX BLOCK OF 9TH AVE N,-122.3397558,47.62263009
2023-909460,50954400470,6/1/2023 14:00,6/1/2023 14:15,6/6/2023 15:13,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,E,C,C3,CENTRAL AREA/SQUIRE PARK,14XX BLOCK OF 27TH AVE,-122.2974935,47.61353098
2023-152388,50922402585,6/1/2023 14:00,6/1/2023 14:15,6/2/2023 8:27,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,E,E,E3,FIRST HILL,11XX BLOCK OF MADISON ST,-122.3245839,47.60957018
2023-151534,50867931335,6/1/2023 13:21,,6/1/2023 15:02,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SW,W,W2,ALASKA JUNCTION,,0,0
2023-151526,50867866308,6/1/2023 13:16,6/1/2023 13:16,6/1/2023 14:13,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,S,R,R3,LAKEWOOD/SEWARD PARK,47TH AVE S / S GENESEE ST,-122.2744941,47.56410092
2023-151516,50868668913,6/1/2023 13:04,6/1/2023 16:30,6/1/2023 17:00,A,PROPERTY,LARCENY-THEFT,Purse-snatching,23B,E,G,G2,CENTRAL AREA/SQUIRE PARK,,0,0
2023-151516,50868648523,6/1/2023 13:04,6/1/2023 16:30,6/1/2023 17:00,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,E,G,G2,CENTRAL AREA/SQUIRE PARK,,0,0
2023-151502,50867472937,6/1/2023 12:54,,6/1/2023 14:07,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,W,D,D2,QUEEN ANNE,WESTLAKE AVE N / HIGHLAND DR,-122.3410074,47.62971166
2023-151599,50867625140,6/1/2023 12:30,,6/1/2023 14:35,A,PROPERTY,LARCENY-THEFT,Purse-snatching,23B,W,M,M3,DOWNTOWN COMMERCIAL,3RD AVE / PINE ST,-122.3387015,47.61074295
2023-151460,50867533633,6/1/2023 12:21,,6/1/2023 14:18,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,S,S,S1,NEW HOLLY,39XX BLOCK OF S OTHELLO ST,-122.2823449,47.53704403
2023-151996,50870482885,6/1/2023 12:20,6/1/2023 12:25,6/1/2023 23:09,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,E,E3,CAPITOL HILL,14XX BLOCK OF SENECA ST,-122.3225291,47.61240581
2023-151455,50868463036,6/1/2023 12:14,6/1/2023 16:30,6/1/2023 16:29,A,PROPERTY,FRAUD OFFENSES,Impersonation,26C,W,M,M1,DOWNTOWN COMMERCIAL,15XX BLOCK OF 1ST AVE,-122.3404677,47.6093176
2023-151638,50869029823,6/1/2023 12:13,,6/1/2023 18:03,A,PROPERTY,FRAUD OFFENSES,Wire Fraud,26E,S,S,S2,BRIGHTON/DUNLAP,44XX BLOCK OF S CAMANO PL,-122.2766997,47.52744008
2023-151667,50868888902,6/1/2023 12:00,,6/1/2023 17:40,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,E,E,E3,FIRST HILL,BOREN AVE / MADISON ST,-122.3251391,47.60933797
2023-151441,50867393427,6/1/2023 12:00,6/1/2023 12:30,6/1/2023 13:08,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,N,U,U3,SANDPOINT,52XX BLOCK OF SAND POINT WAY NE,-122.2794624,47.66795816
2023-151434,50868614151,6/1/2023 11:56,6/1/2023 12:00,6/1/2023 13:43,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,E,E2,CAPITOL HILL,14XX BLOCK OF BOYLSTON AVE,-122.3234203,47.61352837
2023-151434,50867287617,6/1/2023 11:56,6/1/2023 12:00,6/1/2023 13:43,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,E,E,E2,CAPITOL HILL,14XX BLOCK OF BOYLSTON AVE,-122.3234203,47.61352837
2023-909347,50943647621,6/1/2023 11:41,6/4/2023 8:57,6/5/2023 5:42,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,S,O,O1,SODO,5XX BLOCK OF S LANDER ST,-122.3270711,47.57980939
2023-151405,50869356778,6/1/2023 11:29,,6/1/2023 19:06,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,D,D3,SLU/CASCADE,10XX BLOCK OF VALLEY ST,-122.3366616,47.62578783
2023-151399,50867983242,6/1/2023 11:18,,6/1/2023 14:00,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,N,B,B2,FREMONT,8XX BLOCK OF N 48TH ST,-122.3479483,47.66358474
2023-909329,50939074554,6/1/2023 11:05,6/4/2023 11:05,6/4/2023 11:33,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,B,B2,FREMONT,36XX BLOCK OF FRANCIS AVE N,-122.3534057,47.65307688
2023-909183,50870314853,6/1/2023 10:00,6/1/2023 13:00,6/1/2023 22:32,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B2,PHINNEY RIDGE,55XX BLOCK OF PHINNEY AVE N,-122.3544076,47.6687698
2023-909175,50870236903,6/1/2023 10:00,6/1/2023 10:00,6/1/2023 22:13,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F1,PIGEON POINT,38XX BLOCK OF 17TH AVE SW,-122.3558825,47.56967645
2023-151396,50866558425,6/1/2023 9:55,6/1/2023 9:57,6/1/2023 11:45,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,S,S3,RAINIER VIEW,100XX BLOCK OF WATERS AVE S,-122.2512749,47.51142124
2023-909293,50937953224,6/1/2023 9:50,,6/4/2023 5:53,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,B,B2,BALLARD SOUTH,8XX BLOCK OF NW 50TH ST,-122.3673986,47.66503856
2023-909293,50940696319,6/1/2023 9:50,,6/4/2023 5:53,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B2,BALLARD SOUTH,8XX BLOCK OF NW 50TH ST,-122.3673986,47.66503856
2023-909236,50924166568,6/1/2023 9:45,6/1/2023 12:45,6/2/2023 13:13,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,S,R,R2,NORTH BEACON HILL,M L KING JR WAY S / RAINIER AVE S,-122.2966297,47.57635897
2023-151298,50866725467,6/1/2023 9:40,6/1/2023 11:35,6/1/2023 12:25,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,E,G,G2,CENTRAL AREA/SQUIRE PARK,,0,0
2023-151281,50867350205,6/1/2023 9:21,,6/1/2023 13:54,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,E,G,G2,CENTRAL AREA/SQUIRE PARK,28XX BLOCK OF E CHERRY ST,-122.2960497,47.60799629
2023-151281,50938627951,6/1/2023 9:21,,6/1/2023 13:54,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,E,G,G2,CENTRAL AREA/SQUIRE PARK,28XX BLOCK OF E CHERRY ST,-122.2960497,47.60799629
2023-151275,50866440561,6/1/2023 9:13,,6/1/2023 11:39,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,S,O,O1,SODO,22XX BLOCK OF 4TH AVE S,-122.3290546,47.58293525
2023-151264,50866174728,6/1/2023 9:05,,6/1/2023 10:36,A,PROPERTY,ROBBERY,Robbery,120,N,U,U3,ROOSEVELT/RAVENNA,,0,0
2023-151301,50865666516,6/1/2023 8:52,6/1/2023 8:53,6/1/2023 10:04,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,R,R1,NORTH BEACON HILL,25XX BLOCK OF 16TH AVE S,-122.3121072,47.58023946
2023-151253,50865427660,6/1/2023 8:52,,6/1/2023 9:37,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,U,U3,SANDPOINT,47XX BLOCK OF NE 36TH ST,-122.2761934,47.65440428
2023-151250,50865839567,6/1/2023 8:51,,6/1/2023 10:25,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,D,D3,EASTLAKE - WEST,27XX BLOCK OF FRANKLIN AVE E,-122.324623,47.64507047
2023-909229,50923402479,6/1/2023 8:45,6/1/2023 17:20,6/2/2023 11:13,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,E,E,E1,CAPITOL HILL,4XX BLOCK OF E PINE ST,-122.3264953,47.61521615
2023-151187,50864912450,6/1/2023 7:34,,6/1/2023 8:18,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,L,L3,LAKECITY,127XX BLOCK OF 33RD AVE NE,-122.2924936,47.72100749
2023-909424,50953271744,6/1/2023 7:15,6/5/2023 19:15,6/6/2023 11:33,A,PROPERTY,FRAUD OFFENSES,Hacking/Computer Invasion,26G,W,Q,Q3,QUEEN ANNE,2XX BLOCK OF W ROY ST,-122.3599793,47.6257264
2023-909161,50870141653,6/1/2023 6:55,,6/1/2023 21:53,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,U,U2,UNIVERSITY,41XX BLOCK OF ROOSEVELT WAY NE,-122.3178106,47.65720176
2023-151165,50865185450,6/1/2023 6:54,,6/1/2023 9:05,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,D,D2,SLU/CASCADE,21XX BLOCK OF 5TH AVE,-122.3411243,47.61488028
2023-151152,50795485891,6/1/2023 6:30,,6/1/2023 7:05,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,D,D1,BELLTOWN,22XX BLOCK OF 3RD AVE,-122.3441436,47.61432034
2023-151242,50866582233,6/1/2023 6:15,,6/1/2023 12:00,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,L,L1,NORTHGATE,110XX BLOCK OF 14TH AVE NE,-122.3137899,47.7094451
2023-909232,50924161396,6/1/2023 6:10,6/1/2023 7:10,6/2/2023 13:12,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,W,D,D2,SLU/CASCADE,2XX BLOCK OF DEXTER AVE N,-122.3423867,47.620304
2023-151896,50869577168,6/1/2023 6:10,6/1/2023 17:30,6/1/2023 19:51,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,E,E,E3,FIRST HILL,9XX BLOCK OF BOREN AVE,-122.324813,47.608981
2023-151134,50866061436,6/1/2023 6:10,,6/1/2023 8:22,A,PROPERTY,ROBBERY,Robbery,120,S,R,R1,NORTH BEACON HILL,24XX BLOCK OF BEACON AVE S,-122.3142275,47.58146858
2023-151561,50867933964,6/1/2023 6:05,,6/1/2023 15:17,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,S,S,S3,RAINIER BEACH,92XX BLOCK OF RAINIER AVE S,-122.2680301,47.51985178
2023-909247,50925459659,6/1/2023 6:00,6/1/2023 7:00,6/2/2023 16:33,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,S,S,S3,RAINIER BEACH,90XX BLOCK OF RAINIER AVE S,-122.2699879,47.52281565
2023-151137,50865779189,6/1/2023 6:00,6/1/2023 6:14,6/1/2023 10:25,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,R,R2,CLAREMONT/RAINIER VISTA,42XX BLOCK OF RAINIER AVE S,-122.2884236,47.56496219
2023-152867,50925969659,6/1/2023 5:40,,6/2/2023 18:06,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,M,M1,DOWNTOWN COMMERCIAL,16XX BLOCK OF 3RD AVE,-122.339121,47.611201
2023-151118,50794831963,6/1/2023 5:20,6/1/2023 5:30,6/1/2023 6:21,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,N,N1,BITTERLAKE,6XX BLOCK OF N 143RD ST,-122.3511176,47.73231426
2023-151103,50794796340,6/1/2023 5:20,,6/1/2023 6:13,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,S,S1,NEW HOLLY,69XX BLOCK OF M L KING JR WAY S,-122.2826025,47.53978646
2023-151103,50794785247,6/1/2023 5:20,,6/1/2023 6:13,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,S,S,S1,NEW HOLLY,69XX BLOCK OF M L KING JR WAY S,-122.2826025,47.53978646
2023-909169,50870231227,6/1/2023 5:00,6/1/2023 5:30,6/1/2023 22:12,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,F,F1,HIGH POINT,54XX BLOCK OF DELRIDGE WAY SW,-122.3629755,47.55281977
2023-151218,50865220989,6/1/2023 5:00,6/1/2023 7:08,6/1/2023 9:02,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F1,NORTH DELRIDGE,59XX BLOCK OF DELRIDGE WAY SW,-122.3630317,47.54838389
2023-909204,50870530656,6/1/2023 4:25,6/1/2023 4:25,6/1/2023 23:22,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W1,ALKI,27XX BLOCK OF ALKI AVE SW,-122.4113063,47.57893272
2023-909190,50870396398,6/1/2023 4:00,6/1/2023 5:00,6/1/2023 22:53,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J3,ROOSEVELT/RAVENNA,5XX BLOCK OF NE 73RD ST,-122.3223325,47.68160834
2023-909167,50870185949,6/1/2023 3:30,6/1/2023 3:45,6/1/2023 22:03,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B3,WALLINGFORD,N 49TH ST / WOODLAWN AVE N,-122.3391332,47.66429198
2023-909165,50870184182,6/1/2023 3:21,6/1/2023 3:23,6/1/2023 22:02,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G1,FIRST HILL,3XX BLOCK OF 10TH AVE,-122.3194119,47.60478099
2023-153917,50933794680,6/1/2023 3:20,,6/3/2023 17:15,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,C,C1,CAPITOL HILL,14XX BLOCK OF E REPUBLICAN ST,-122.3131308,47.62310234
2023-151059,50794731859,6/1/2023 3:17,,6/1/2023 5:15,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,E,E,E1,CAPITOL HILL,4XX BLOCK OF BELMONT AVE E,-122.3240274,47.62256545
2023-151303,50866250654,6/1/2023 2:53,,6/1/2023 11:27,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,B,B1,BALLARD SOUTH,50XX BLOCK OF 15TH AVE NW,-122.37622,47.665377
2023-151056,50864564101,6/1/2023 2:50,,6/1/2023 5:03,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SW,W,W2,ALASKA JUNCTION,32XX BLOCK OF SW AVALON WAY,-122.3741957,47.56407561
2023-151052,50794098582,6/1/2023 2:40,6/1/2023 2:44,6/1/2023 3:15,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,S,S3,RAINIER VIEW,99XX BLOCK OF BEACON AVE S,-122.2725951,47.51180444
2023-909206,50870565476,6/1/2023 2:00,6/1/2023 11:00,6/1/2023 23:32,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,L,L2,NORTHGATE,8XX BLOCK OF NE 104TH ST,-122.319119,47.70402102
2023-151015,50870350941,6/1/2023 1:10,6/1/2023 1:10,6/1/2023 22:35,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,S,S,S3,RAINIER BEACH,95XX BLOCK OF RAINIER AVE S,-122.2611481,47.520317
2023-151042,50867936159,6/1/2023 1:00,6/1/2023 2:00,6/1/2023 8:10,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,W,W2,ALASKA JUNCTION,32XX BLOCK OF SW AVALON WAY,-122.374196,47.564076
